,URL,Title,Specifications
11,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79580-0003,Black Bay 32/36/41 : M79580-0003,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 32 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Blue
Crystal : Sapphire crystal
Bracelet : Steel bracelet with satin finish, with folding clasp and safety catch"
12,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79580-0004,Black Bay 32/36/41 : M79580-0004,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 32 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Blue
Crystal : Sapphire crystal
Bracelet : Beige aged leather strap with folding clasp and safety catch"
13,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79580-0006,Black Bay 32/36/41 : M79580-0006,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 32 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Blue
Crystal : Sapphire crystal
Bracelet : Black fabric strap with buckle"
14,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79580-0007,Black Bay 32/36/41 : M79580-0007,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 32 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Silver
Crystal : Sapphire crystal
Bracelet : Steel bracelet with satin finish, with folding clasp and safety catch"
15,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79580-0009,Black Bay 32/36/41 : M79580-0009,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 32 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Silver
Crystal : Sapphire crystal
Bracelet : Beige aged leather strap with folding clasp and safety catch"
16,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79580-0008,Black Bay 32/36/41 : M79580-0008,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 32 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Silver
Crystal : Sapphire crystal
Bracelet : Black fabric strap with buckle"
17,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79580-0001,Black Bay 32/36/41 : M79580-0001,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 32 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Black
Crystal : Sapphire crystal
Bracelet : Steel bracelet with satin finish, with folding clasp and safety catch"
18,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79580-0002,Black Bay 32/36/41 : M79580-0002,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 32 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Black
Crystal : Sapphire crystal
Bracelet : Beige aged leather strap with folding clasp and safety catch"
19,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79580-0005,Black Bay 32/36/41 : M79580-0005,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 32 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Black
Crystal : Sapphire crystal
Bracelet : Black fabric strap with buckle"
20,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79500-0004,Black Bay 32/36/41 : M79500-0004,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 36 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Blue
Crystal : Sapphire crystal
Bracelet : Steel bracelet with satin finish, with folding clasp and safety catch"
21,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79500-0005,Black Bay 32/36/41 : M79500-0005,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 36 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Blue
Crystal : Sapphire crystal
Bracelet : Beige aged leather strap with folding clasp and safety catch"
22,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79500-0006,Black Bay 32/36/41 : M79500-0006,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 36 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Blue
Crystal : Sapphire crystal
Bracelet : Brown leather strap with folding clasp and safety catch"
23,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79500-0011,Black Bay 32/36/41 : M79500-0011,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 36 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Blue
Crystal : Sapphire crystal
Bracelet : Black fabric strap with buckle"
24,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79500-0013,Black Bay 32/36/41 : M79500-0013,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 36 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Silver
Crystal : Sapphire crystal
Bracelet : Steel bracelet with satin finish, with folding clasp and safety catch"
25,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79500-0015,Black Bay 32/36/41 : M79500-0015,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 36 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Silver
Crystal : Sapphire crystal
Bracelet : Beige aged leather strap with folding clasp and safety catch"
26,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79500-0016,Black Bay 32/36/41 : M79500-0016,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 36 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Silver
Crystal : Sapphire crystal
Bracelet : Brown leather strap with folding clasp and safety catch"
27,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79500-0014,Black Bay 32/36/41 : M79500-0014,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 36 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Silver
Crystal : Sapphire crystal
Bracelet : Black fabric strap with buckle"
28,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79500-0007,Black Bay 32/36/41 : M79500-0007,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 36 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Black
Crystal : Sapphire crystal
Bracelet : Steel bracelet with satin finish, with folding clasp and safety catch"
29,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79500-0008,Black Bay 32/36/41 : M79500-0008,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 36 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Black
Crystal : Sapphire crystal
Bracelet : Beige aged leather strap with folding clasp and safety catch"
30,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79500-0009,Black Bay 32/36/41 : M79500-0009,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 36 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Black
Crystal : Sapphire crystal
Bracelet : Brown leather strap with folding clasp and safety catch"
31,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79500-0010,Black Bay 32/36/41 : M79500-0010,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 36 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Black
Crystal : Sapphire crystal
Bracelet : Black fabric strap with buckle"
32,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79540-0004,Black Bay 32/36/41 : M79540-0004,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Blue
Crystal : Sapphire crystal
Bracelet : Steel bracelet with satin finish, with folding clasp and safety catch"
33,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79540-0005,Black Bay 32/36/41 : M79540-0005,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Blue
Crystal : Sapphire crystal
Bracelet : Brown leather strap with folding clasp and safety catch"
34,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79540-0010,Black Bay 32/36/41 : M79540-0010,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Blue
Crystal : Sapphire crystal
Bracelet : Black fabric strap with buckle"
35,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79540-0011,Black Bay 32/36/41 : M79540-0011,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Silver
Crystal : Sapphire crystal
Bracelet : Steel bracelet with satin finish, with folding clasp and safety catch"
36,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79540-0013,Black Bay 32/36/41 : M79540-0013,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Silver
Crystal : Sapphire crystal
Bracelet : Brown leather strap with folding clasp and safety catch"
37,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79540-0012,Black Bay 32/36/41 : M79540-0012,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Silver
Crystal : Sapphire crystal
Bracelet : Black fabric strap with buckle"
38,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79540-0006,Black Bay 32/36/41 : M79540-0006,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Black
Crystal : Sapphire crystal
Bracelet : Steel bracelet with satin finish, with folding clasp and safety catch"
39,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79540-0007,Black Bay 32/36/41 : M79540-0007,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Black
Crystal : Sapphire crystal
Bracelet : Brown leather strap with folding clasp and safety catch"
40,https://www.tudorwatch.com/en/watches/black-bay-32-36-41/m79540-0009,Black Bay 32/36/41 : M79540-0009,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T600
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with the TUDOR rose in relief, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 150 m (500 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Black
Crystal : Sapphire crystal
Bracelet : Black fabric strap with buckle"
41,https://www.tudorwatch.com/en/watches/1926/m91350-0003,1926 : M91350-0003,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 28 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T201
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown with the TUDOR logo in relief
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Silver, embossed decoration, domed, with 6 diamondsGold hour markers and handsDate at 3 o'clock
Crystal : Sapphire crystal
Bracelet : Steel bracelet, 7 rows, satin-brushed external links, polished centre links, with folding clasp and safety catch"
42,https://www.tudorwatch.com/en/watches/1926/m91350-0007,1926 : M91350-0007,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 28 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T201
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown with the TUDOR logo in relief
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Silver, embossed decoration, domed, with 6 diamondsGold hour markers and handsDate at 3 o'clock
Crystal : Sapphire crystal
Bracelet : Brown leather strap with folding clasp and safety catch"
43,https://www.tudorwatch.com/en/watches/1926/m91350-0001,1926 : M91350-0001,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 28 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T201
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown with the TUDOR logo in relief
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Silver, embossed decoration, domedGold hour markers and handsDate at 3 o'clock
Crystal : Sapphire crystal
Bracelet : Steel bracelet, 7 rows, satin-brushed external links, polished centre links, with folding clasp and safety catch"
